CAT. NO.,"UPC #
0-92644+",DESCRIPTION,"STD.
PKG.","MIN.
ORDER
QTY.",UNIT,LIST,"Minimum
Advertised
Price (MAP)","BRKN
PKG.
PRICE","STD.
PKG.
PRICE","KleinTools.com
Link",Product #,,
D213-9NE-CR-INS,70047-7,"Cutting Crimping Pliers, Insulated, 9-Inch",3,1,EA,121.18,79.99,72.71,60.59,D2139NECRINS,D2139NECRINS,,
D213-9NE-INS,70043-9,"Side Cutting Pliers, New England Insulated, 9-Inch",3,1,EA,106.04,69.99,63.62,53.02,D2139NEINS,D2139NEINS,,
D213-9NETH,70050-7,"Lineman's Bolt-Thread Holding Pliers, 9-Inch",6,1,EA,60.58,39.99,36.35,30.29,D2139NETH,D2139NETH,,
D213-9NETP,70056-9,"Lineman's Fish Tape Pulling Pliers, 9-Inch",6,1,EA,54.10,39.97,32.46,27.05,D2139NETP,D2139NETP,,
D213-9NETT,70104-7,"Pliers, High-Leverage Side Cutters, Tether Ring",6,1,EA,60.60,39.99,36.36,30.30,D2139NETT,D2139NETT,,
D213-9ST,70312-6,High-Leverage Ironworker's Pliers,6,1,EA,60.46,39.99,36.28,30.23,D2139ST,D2139ST,,
D213-9STT,70087-3,Ironworker's Pliers with Tether Ring,6,1,EA,74.22,48.99,44.53,37.11,D2139STT,D2139STT,,
D220-7,72030-7,"Diagonal Cutting Pliers, Heavy-Duty, Tapered Nose, 7-Inch",6,1,EA,46.66,30.99,28.00,23.33,D2207,D2207,,
D220-7-INS,72031-4,"Diagonal Cutting Pliers, Insulated, Heavy-Duty, 7-Inch",3,1,EA,99.96,65.99,59.98,49.98,D2207INS,D2207INS,,
D227-7C,72034-5,"Diagonal Cutting Pliers, Spring-Loaded, Plastic Cutting, 7-Inch",6,1,EA,83.32,54.99,49.99,41.66,D2277C,D2277C,,
D228-7,72038-3,"Diagonal Cutting Pliers, High-Leverage, 7-Inch",6,1,EA,42.42,27.99,25.45,21.21,D2287,D2287,,
D228-8,72040-6,"Diagonal Cutting Pliers, High-Leverage, 8-Inch",6,1,EA,42.78,29.97,25.67,21.39,D2288,D2288,,
D228-8-INS,72042-0,"Diagonal Cutting Pliers, Insulated, High Leverage, 8-Inch",3,1,EA,84.82,55.99,50.89,42.41,D2288INS,D2288INS,,
D228-8TT,72037-6,"Diagonal Cutting Pliers, High-Leverage, Tie Ring, 8-Inch",6,1,EA,49.98,32.99,29.99,24.99,D2288TT,D2288TT,,
D2291,71098-8,"Short-Nose Telephone Work Pliers, Stripping",6,1,EA,43.94,28.99,26.36,21.97,D2291,D2291,,
D230-4C,72230-1,"Diagonal Cutting Pliers, Electronics Nickel Ribbon Wire Cutter, 4-Inch",6,1,EA,56.06,36.99,33.64,28.03,D2304C,D2304C,,
D232-8,72046-8,"End-Cutting Pliers, 8-Inch",6,1,EA,68.18,44.99,40.91,34.09,D2328,D2328,,
D234-6,74200-2,IDC Connector Crimping Pliers,6,1,EA,52.84,34.99,31.70,26.42,D2346,D2346,,
D234-6C,74202-6,IDC Connector Crimping Pliers - Spring-Loaded,6,1,EA,53.00,34.99,31.80,26.50,D2346C,D2346C,,
D238-8,72050-5,"Diagonal Cutting Pliers, High-Leverage, Angled Head, 8-Inch",6,1,EA,45.36,29.99,27.22,22.68,D2388,D2388,,
D240-6,72054-3,"Diagonal Cutting Pliers, High-Leverage, Stripping, 6-Inch",6,1,EA,60.60,39.99,36.36,30.30,D2406,D2406,,
D243-8,72058-1,"Diagonal Cutting Pliers, High-Leverage, Stripping, 8-Inch",6,1,EA,48.46,31.99,29.08,24.23,D2438,D2438,,
D244-5C,72240-0,"Diagonal Cutting Pliers, Electronics, Pointed Nose, Narrow Jaw, 5-Inch",6,1,EA,60.60,39.99,36.36,30.30,D2445C,D2445C,,
D245-5,72062-8,"Diagonal Cutting Pliers, Tapered Nose, 5-Inch",6,1,EA,48.48,31.99,29.09,24.24,D2455,D2455,,
D248-8,72070-3,"Diagonal Cutting Pliers, Angled Head, Short Jaw, 8-Inch",6,1,EA,45.42,29.97,27.25,22.71,D2488,D2488,,
D248-8-GLW,72022-2,"Diagonal Cutting Pliers, Angled Head, High-Visibility, 8-Inch",4,1,EA,51.50,33.99,30.90,25.75,D2488GLW,D2488GLW,,
D248-8-INS,72071-0,"Diagonal Cutting Pliers, Insulated, High-Leverage, Angled Head, 8-Inch",3,1,EA,92.40,60.99,55.44,46.20,D2488INS,D2488INS,,
D248-9ST,72072-7,"Ironworker's Diagonal Cutting Pliers, High-Leverage, 8-Inch",6,1,EA,45.42,29.97,27.25,22.71,D2489ST,D2489ST,,
D248-9STT,72049-9,"Ironworker's Diagonal Cutting Pliers, with Tether Ring, 8-Inch",6,1,EA,53.00,34.99,31.80,26.50,D2489STT,D2489STT,,
D252-6,72074-1,"Diagonal Cutting Pliers, Heavy-Duty, All-Purpose, 6-Inch",6,1,EA,51.52,33.99,30.91,25.76,D2526,D2526,,
D252-6SW,72076-5,"Diagonal Cutting Pliers, Bell System, Skinning Holes, 6-Inch",6,1,EA,59.06,38.99,35.44,29.53,D2526SW,D2526SW,,
D257-4,72248-6,"Diagonal Cutting Pliers, Electronics, Tapered Nose, Narrow Jaw, 4-Inch",6,1,EA,48.48,31.99,29.09,24.24,D2574,D2574,,
D257-4C,72250-9,"Diagonal Cutting Pliers, Electronics, Tapered Nose, Spring, 4-Inch",6,1,EA,53.00,34.99,31.80,26.50,D2574C,D2574C,,
D259-4C,72256-1,"Diagonal Cutting Pliers, Pointed Nose, Extra-Narrow Jaw, 4-Inch",6,1,EA,54.54,35.99,32.72,27.27,D2594C,D2594C,,
D275-5,72080-2,"Diagonal Cutting Pliers, Flush Cutter, Lightweight, 5-Inch",6,1,EA,18.38,12.97,11.03,9.19,D2755,D2755,,
D295-4C,72278-3,"Diagonal Cutting Pliers, Electronics, Tapered Nose, Mini Jaw, 4-Inch",6,1,EA,60.60,39.99,36.36,30.30,D2954C,D2954C,,
D301-6,71054-4,"Pliers, Standard Needle Nose Pliers, 6-Inch",6,1,EA,36.36,23.99,21.82,18.18,D3016,D3016,,
D301-6C,71056-8,"Pliers, Standard Needle Nose Pliers, Spring-Loaded, 6-Inch",6,1,EA,37.86,24.99,22.72,18.93,D3016C,D3016C,,
D302-6,71062-9,"Pliers, Curved Needle Nose Pliers, 6-1/2-Inch",6,1,EA,51.50,33.99,30.90,25.75,D3026,D3026,,
D307-51/2C,71224-1,"Pliers, Needle Nose Pliers, Slim, 1/32-Inch Point Diameter, 5-Inch",6,1,EA,39.38,25.99,23.63,19.69,D307512C,D307512C,,
D318-51/2C,71236-4,"Pliers, Needle-Nose Pliers, 5-Inch",6,1,EA,45.46,29.99,27.28,22.73,D318512C,D318512C,,
D320-41/2C,71242-5,"Electronics Pliers, Needle Nose with Curved Chain-Nose, 5-Inch",6,1,EA,48.48,31.99,29.09,24.24,D320412C,D320412C,,
D321-41/2C,71246-3,"Electronics Pliers, Slim Needle Nose, Spring-Loaded, 5-Inch",6,1,EA,39.38,25.99,23.63,19.69,D321412C,D321412C,,
D322-41/2C,71250-0,"Electronics Pliers, Slim Needle Nose, Spring-Loaded, 4-Inch",6,1,EA,40.88,26.99,24.53,20.44,D322412C,D322412C,,
D327-51/2C,71256-2,"Pliers, Needle Nose Pliers, Slim, 1/16-Inch Point Diameter, 5-Inch",6,1,EA,43.94,28.99,26.36,21.97,D327512C,D327512C,,
D333-8,71259-3,Conduit Locknut and Reaming Pliers,6,1,EA,54.54,35.99,32.72,27.27,D3338,D3338,,
D335-51/2C,71260-9,"Pliers, Long Needle Nose Pliers, Extra Slim, 5-Inch",6,1,EA,51.48,33.99,30.89,25.74,D335512C,D335512C,,
D502-10,73010-8,"Pump Pliers, 10-Inch",6,1,EA,36.34,23.99,21.80,18.17,D50210,D50210,,
D502-10-INS,73011-5,"10-Inch Pump Pliers, Insulated",3,1,EA,87.86,57.99,52.72,43.93,D50210INS,D50210INS,,
D502-10TT,73025-2,"Pump Pliers, 10-Inch, with Tether Ring",6,1,EA,49.98,32.99,29.99,24.99,D50210TT,D50210TT,,
D502-12,73018-4,"Pump Pliers, 12-Inch",6,1,EA,45.44,29.99,27.26,22.72,D50212,D50212,,
D502-12TT,73027-6,"Pump Pliers, 12-Inch, with Tether Ring",6,1,EA,59.08,38.99,35.45,29.54,D50212TT,D50212TT,,
D502-16,73026-9,"Pump Pliers, 16-Inch",4,1,EA,83.32,54.99,49.99,41.66,D50216,D50216,,
D502-6,73002-3,"Pump Pliers, 6-Inch",6,1,EA,30.24,19.97,18.14,15.12,D5026,D5026,,
D502-6TT,73028-3,"Pump Pliers, 6-Inch, with Tether Ring",6,1,EA,40.90,26.99,24.54,20.45,D5026TT,D5026TT,,
D504-10,73046-7,"Classic Klaw™ Pump Pliers, 10-Inch",6,1,EA,47.10,33.97,28.26,23.55,D50410,D50410,,
D504-10B,73047-4,"Quick-Adjust Klaw™ Pump Pliers, 10-Inch",6,1,EA,63.12,44.99,37.87,31.56,D50410B,D50410B,,
D504-12,73048-1,"Classic Klaw™ Pump Pliers, 12-Inch",6,1,EA,63.14,44.99,37.88,31.57,D50412,D50412,,
D504-12B,73049-8,"Quick-Adjust Klaw™ Pump Pliers, 12-Inch",6,1,EA,77.18,54.99,46.31,38.59,D50412B,D50412B,,
D504-7,73045-0,"Classic Klaw™ Pump Pliers, 7-Inch",6,1,EA,42.06,29.99,25.24,21.03,D5047,D5047,,
D506-4,67501-0,"Adjustable Wrench, Plastic Dipped, 4-Inch",6,1,EA,37.10,24.49,22.26,18.55,D5064,D5064,,
D507-10,67531-7,"Adjustable Wrench Extra Capacity, 10-Inch",6,1,EA,54.54,35.99,32.72,27.27,D50710,D50710,,
D507-12,67534-8,"Adjustable Wrench Extra Capacity, 12-Inch",6,1,EA,77.26,50.99,46.36,38.63,D50712,D50712,,
D507-6,67525-6,"Adjustable Wrench Extra Capacity, 6-1/2-Inch",6,1,EA,39.30,25.99,23.58,19.65,D5076,D5076,,
D507-8,67528-7,"Adjustable Wrench, Extra Capacity 8-Inch",6,1,EA,43.92,28.99,26.35,21.96,D5078,D5078,,
D509-8,19003-2,"Adjustable Wrench, Extra-Wide Jaw, 8-Inch",6,1,EA,52.86,37.97,31.72,26.43,D5098,D5098,,
D511-10,73210-2,"Slip-Joint Pliers, 10-Inch",6,1,EA,37.86,24.99,22.72,18.93,D51110,D51110,,
D511-6,73202-7,"Slip-Joint Pliers, 6-Inch",3,1,EA,24.22,15.99,14.53,12.11,D5116,D5116,,
D511-8,73206-5,"Slip-Joint Pliers, 8-Inch",6,1,EA,28.80,18.99,17.28,14.40,D5118,D5118,,
D514-8,73232-4,"Slip Joint Pliers Hose Clamp, 8-Inch",6,1,EA,30.26,19.99,18.16,15.13,D5148,D5148,,
D528V,72088-8,"Diagonal Cutting Pliers, Bell System, W and V Notches, 5-Inch",6,1,EA,54.46,35.99,32.68,27.23,D528V,D528V,,
D86930,69074-7,"Reversible Jaw/Adjustable Pipe Wrench, 10-Inch",6,1,EA,63.40,43.99,38.04,31.70,D86930,D86930,,
D86932,69075-4,"Slim-Jaw Adjustable Wrench, 4-Inch",6,1,EA,43.72,30.99,26.23,21.86,D86932,D86932,,
D86934,69076-1,"Slim-Jaw Adjustable Wrench, 6-Inch",6,1,EA,48.80,34.99,29.28,24.40,D86934,D86934,,
D86936,69084-6,"Slim-Jaw Adjustable Wrench, 8-Inch",6,1,EA,61.94,46.99,37.16,30.97,D86936,D86936,,
DK06,76101-0,Serrated Duct Knife,6,1,EA,25.74,16.97,15.44,12.87,DK06,DK06,,
ET05,69060-0,Digital Pocket Thermometer,4,1,EA,23.60,14.97,14.16,11.80,ET05,ET05,,
ET10,69145-4,Magnetic Digital Pocket Thermometer,8,1,EA,32.60,21.99,19.56,16.30,ET10,ET10,,
ET110,69065-5,Carbon Monoxide Detector with Carry Pouch and Batteries,1,1,EA,189.80,129.99,-,94.90,ET110,ET110,,
ET120,69064-8,Combustible Gas Leak Detector,1,1,EA,179.32,119.99,-,89.66,ET120,ET120,,
ET130,69066-2,Digital Light Meter,1,1,EA,107.36,82.49,-,53.68,ET130,ET130,,
ET140,69273-4,Pinless Moisture Meter,1,1,EA,59.44,41.97,-,29.72,ET140,ET140,,
ET16,69298-7,Borescope for Android® Devices,1,1,EA,58.12,39.97,-,29.06,ET16,ET16,,
ET160,69337-3,Refrigerant Gas Leak Detector,1,1,EA,299.86,214.99,-,149.93,ET160,ET160,,
ET180,69336-6,Digital Differential Manometer,1,1,EA,151.98,109.99,-,75.99,ET180,ET180,,
ET20,69231-4,WiFi Borescope,1,1,EA,152.66,99.99,-,76.33,ET20,ET20,,
ET250,69037-2,AC/DC Voltage/Continuity Tester,1,1,EA,60.22,42.97,-,30.11,ET250,ET250,,
ET300,69302-1,Digital Circuit Breaker Finder,1,1,EA,45.46,30.99,-,22.73,ET300,ET300,,
ET310,69240-6,Digital Circuit Breaker Finder with GFCI Outlet Tester,6,1,EA,68.28,44.99,40.97,34.14,ET310,ET310,,
ET310TRANS,69389-2,Replacement Transmitter for ET310,1,1,EA,19.58,12.99,11.75,9.79,ET310TRANS,ET310TRANS,,
ET40,69183-6,"Digital AC/DC Voltage Tester 12 to 240V AC, 1.5 to 24V DC",1,1,EA,23.36,15.97,-,11.68,ET40,ET40,,
ET45,69184-3,AC/DC Voltage Tester,1,1,EA,15.32,10.99,-,7.66,ET45,ET45,,
ET450,69338-0,Advanced Circuit Tracer Kit,1,1,EA,299.98,199.99,-,149.99,ET450,ET450,,
ET45VP,69299-4,AC/DC Voltage and GFCI Receptacle Outlet Test Kit,10,1,EA,24.38,16.97,14.63,12.19,ET45VP,ET45VP,,
ET60,69036-5,"Electronic AC/DC Voltage Tester, 12 to 600V",1,1,EA,46.76,29.97,-,23.38,ET60,ET60,,
ET600,69242-0,Insulation Resistance Tester,1,1,EA,231.00,164.99,-,115.50,ET600,ET600,,
ET900,69138-6,"USB Digital Meter, USB-A (Type A)",8,1,EA,20.94,16.98,12.56,10.47,ET900,ET900,,
ET910,69139-3,"USB Digital Meter and Tester, USB-A (Type A)",6,1,EA,65.98,43.99,39.59,32.99,ET910,ET910,,
ET920,69166-9,"USB Digital Meter, USB-A and USB-C",6,1,EA,47.98,39.97,28.79,23.99,ET920,ET920,,
G100CS,76062-4,"Electrician Scissor, Stripping Notches, Serrated",6,1,EA,20.90,13.99,12.54,10.45,G100CS,G100CS,,
G102S,76063-1,"Wire Scissor, Serrated, 3-1/2-Inch",6,1,EA,18.16,11.99,10.90,9.08,G102S,G102S,,
G103C,76064-8,"Embroidery Scissor, Fine Point. Curved Blade",6,1,EA,16.66,10.99,10.00,8.33,G103C,G103C,,
G104C,76065-5,"Embroidery Scissor, Curved Blade, 4-3/8-Inch",6,1,EA,18.16,11.99,10.90,9.08,G104C,G104C,,
G108,76048-8,"Straight Trimmer, 8-Inch",6,1,EA,30.30,19.99,18.18,15.15,G108,G108,,
G108B,76066-2,"Straight Trimmer, Blunt Tips, 8-Inch",6,1,EA,31.82,20.99,19.09,15.91,G108B,G108B,,
G108C,76067-9,"Straight Trimmer, Curved Blades, 8-Inch",6,1,EA,30.28,19.99,18.17,15.14,G108C,G108C,,
G109HC,76049-5,"Straight Trimmer, 9-Inch",6,1,EA,31.80,20.99,19.08,15.90,G109HC,G109HC,,
G208,76050-1,"Bent Trimmer, 8-Inch",6,1,EA,31.82,20.99,19.09,15.91,G208,G208,,
G210K,76068-6,"Bent Trimmer, Knife Edge, 10-Inch",6,1,EA,50.00,32.99,30.00,25.00,G210K,G210K,,
G210LR,76069-3,"Bent Trimmer, XL Box, 11-Inch",6,1,EA,48.48,31.99,29.09,24.24,G210LR,G210LR,,
G210LRBLU,76070-9,"Bent Trimmer w/Large Ring, Coated Handles, 10-Inch",6,1,EA,48.48,31.99,29.09,24.24,G210LRBLU,G210LRBLU,,
G210LRK,76071-6,"Bent Trimmer with Large Ring, Knife Edge, 11-Inch",6,1,EA,51.38,33.99,30.83,25.69,G210LRK,G210LRK,,
G212LRBLU,76072-3,"Bent Trimmer w/Large Ring, Coated Handles, 12-Inch",6,1,EA,62.12,40.99,37.27,31.06,G212LRBLU,G212LRBLU,,
G212LRK,76073-0,"Bent Trimmer with Large Ring, Knife Edge, 12-Inch",6,1,EA,62.10,40.99,37.26,31.05,G212LRK,G212LRK,,
G404LR,76074-7,"Embroidery Scissor with Large Ring, 4-Inch",6,1,EA,22.72,14.99,13.63,11.36,G404LR,G404LR,,
G405LR,76075-4,"Embroidery Scissor with Large Ring, 5-Inch",6,1,EA,24.24,15.99,14.54,12.12,G405LR,G405LR,,
G435,76051-8,"Tailor Point Scissor, 5-Inch",6,1,EA,24.12,15.99,14.47,12.06,G435,G435,,
G46HC,76046-4,"Safety Scissors with Large Rings, 6-Inch",6,1,EA,28.76,18.99,17.26,14.38,G46HC,G46HC,,
G507HC,76055-6,"Auto Coner, Winders Shear, 7-Inch",6,1,EA,25.76,16.99,15.46,12.88,G507HC,G507HC,,
G548DR,76076-1,"Duckbill Napping Shear, 7-Inch",6,1,EA,27.26,17.99,16.36,13.63,G548DR,G548DR,,
G704HC,76056-3,"Lightweight Threadclip, Plastic Handle, 4-5/8-Inch",6,1,EA,10.60,6.99,6.36,5.30,G704HC,G704HC,,
G7135,76059-4,"Straight Trimmer, Plastic Handle, 5-1/8-Inch",6,1,EA,16.36,10.99,9.82,8.18,G7135,G7135,,
G718HC,76057-0,"Heavy Duty Utility Shear, 8-5/8-Inch",6,1,EA,28.70,18.99,17.22,14.35,G718HC,G718HC,,
G718LRC,76078-5,"Carpet Shear w/Ring, Curved, Coated Handle, 9-Inch",6,1,EA,31.82,20.99,19.09,15.91,G718LRC,G718LRC,,
G718LRCB,76079-2,"HD Carpet Shear w/Ring, Curved, Blunt, 9-Inch",6,1,EA,31.50,20.99,18.90,15.75,G718LRCB,G718LRCB,,
G7220,76060-0,"Bent Trimmer, Plastic Handle Stainless, 8-7/8-Inch",6,1,EA,22.60,14.99,13.56,11.30,G7220,G7220,,
G7220K,76080-8,"Bent Trimmer, Plastic Handle, SS Blade, 8-7/8-Inch",6,1,EA,22.72,14.99,13.63,11.36,G7220K,G7220K,,
G7240,76061-7,"Bent Trimmer, XL Plastic Ambidex Handle, 9-1/2""",6,1,EA,24.10,15.99,14.46,12.05,G7240,G7240,,
G758BP,76081-5,"Straight Stainless Trimmer w/Ball Point, 8-Inch",6,1,EA,34.84,22.99,20.90,17.42,G758BP,G758BP,,
G758HC,76058-7,"Utility Shear, Stainless Steel, 8-Inch",6,1,EA,31.80,20.99,19.08,15.90,G758HC,G758HC,,
G758LR,76082-2,"Straight Stainless Trimmer w/Large Ring, 9-Inch",6,1,EA,36.34,23.99,21.80,18.17,G758LR,G758LR,,
G758LRBP,76083-9,"Straight Trimmer, Large Ring, Ball Point, 9-Inch",6,1,EA,34.84,22.99,20.90,17.42,G758LRBP,G758LRBP,,
G8210LRXB,76105-8,"Bent Trimmer w/Ring, Extra Blunt, Serrated 10-Inch",6,1,EA,66.64,43.99,39.98,33.32,G8210LRXB,G8210LRXB,,
GHTC5,76085-3,"Threadclip, 4-1/2-Inch",6,1,EA,15.60,10.29,9.36,7.80,GHTC5,GHTC5,,
GHTC5B,76086-0,"Threadclip, Blunt Tips, 4-1/2-Inch",6,1,EA,15.60,10.29,9.36,7.80,GHTC5B,GHTC5B,,
GP212LR,76087-7,"Bent Trimmer with Large Ring, 12-Inch",6,1,EA,60.56,39.99,36.34,30.28,GP212LR,GP212LR,,
GP717C,76088-4,"Carpet Napping Shear, Curved Handles, 7-7/8""",6,1,EA,28.76,18.99,17.26,14.38,GP717C,GP717C,,
GP717CB,76089-1,"Carpet Napping Shear, Curved Handle, Blunt, 8-Inch",1,1,EA,30.30,19.99,-,15.15,GP717CB,GP717CB,,
GP717CL,76090-7,"Carpet Napping Shear, Curved Handle, Left , 7-7/8""",6,1,EA,28.74,18.99,17.24,14.37,GP717CL,GP717CL,,
GP718C,76091-4,"HD Carpet Napping Shear, Curved Handles , 8-3/8""",6,1,EA,27.26,17.99,16.36,13.63,GP718C,GP718C,,
GP718CB,76092-1,"Shear, Curved Handle, Blunt Tip, 8-7/8-Inch",6,1,EA,29.88,19.99,17.93,14.94,GP718CB,GP718CB,,
H1802-30,48026-3,"Block and Tackle, Blocks 267/268, Anchor Hook 258",1,1,EA,220.16,132.10,-,110.08,H180230,H180230,,
H1802-30S,48028-7,"Block and Tackle, Spliced to Block 268, w/Hook 258",1,1,EA,248.60,149.16,-,124.30,H180230S,H180230S,,
H1802-30SR,48027-0,"Block and Tackle, Blocks 267/268, Anchor Hook 259",1,1,EA,241.92,145.14,-,120.96,H180230SR,H180230SR,,
H1802-30SSR,48029-4,"Block and Tackle, Spliced to Block 268, w/Hook 259",1,1,EA,270.42,162.25,-,135.21,H180230SSR,H180230SSR,,
H267,48013-3,Block with Nose Extended Over Keeper,6,1,EA,86.60,51.97,51.96,43.30,H267,H267,,
H268,48015-7,Block with Eye and Nose Extended Over Keeper,6,1,EA,104.04,62.43,62.42,52.02,H268,H268,,
H445,76113-3,"Safety Scissors, 5-Inch",6,1,EA,21.70,14.33,13.02,10.85,H445,H445,,
H80332,81013-8,"Ball-Peen Hammer, 32-Ounce, 15-Inch",4,1,EA,41.98,29.99,25.19,20.99,H80332,H80332,,
H80718,81001-5,"Straight-Claw Hammer, 18-Ounce, 15-Inch",4,1,EA,34.96,24.97,20.98,17.48,H80718,H80718,,
H80816,81011-4,"Straight-Claw Hammer, 16-Ounce, 13-Inch",4,1,EA,34.96,24.99,20.98,17.48,H80816,H80816,,
H80820,81012-1,"Straight-Claw Hammer, 20-Ounce, 13-Inch",4,1,EA,41.98,29.99,25.19,20.99,H80820,H80820,,
HD2000-9NE,70088-0,"Heavy-Duty Lineman’s Pliers, Thicker-Dipped Handle",6,1,EA,68.16,44.99,40.90,34.08,HD20009NE,HD20009NE,,
HD213-9NE,70044-6,"Heavy Duty Lineman's Pliers, 9-Inch",6,1,EA,57.56,37.99,34.54,28.78,HD2139NE,HD2139NE,,
HD213-9NETH,70052-1,"Lineman's Pliers Bolt Thread-Holding, 9-Inch",6,1,EA,66.64,43.99,39.98,33.32,HD2139NETH,HD2139NETH,,
HTC5,76123-2,"Threadclip, 4-1/2-Inch",6,1,EA,15.30,10.10,9.18,7.65,HTC5,HTC5,,
HVNCVT-1,69658-9,Dual Range High Voltage Tester,1,1,EA,269.80,155.15,-,134.90,HVNCVT1,HVNCVT1,,
HVNCVT-2,69659-6,Broad Range Non-Contact Voltage Tester,1,1,EA,717.68,412.67,-,358.84,HVNCVT2,HVNCVT2,,
IR07,69181-2,Dual IR/Probe Thermometer,4,1,EA,72.06,51.49,43.24,36.03,IR07,IR07,,
IR1,69292-5,"Infrared Digital Thermometer with Targeting Laser, 10:1",1,1,EA,48.50,32.99,-,24.25,IR1,IR1,,
IR10,69185-0,"Dual-Laser Infrared Thermometer, 20:1",1,1,EA,147.32,101.99,-,73.66,IR10,IR10,,
IR1KIT,69319-9,Infrared Thermometer with GFCI Receptacle Tester,3,1,EA,55.98,39.97,33.59,27.99,IR1KIT,IR1KIT,,
IR5,69030-3,Dual Laser Infrared Thermometer,1,1,EA,80.92,62.97,-,40.46,IR5,IR5,,
J1005,74001-5,Journeyman™ Crimping and Cutting Tool,6,1,EA,60.40,39.99,36.24,30.20,J1005,J1005,,
J12098,70000-2,Journeyman Universal Combination Pliers,6,1,EA,50.40,34.99,30.24,25.20,J12098,J12098,,
J2000-28,72108-3,"Diagonal Cutting Pliers, Heavy-Duty, 8-Inch",6,1,EA,60.56,39.99,36.34,30.28,J200028,J200028,,
J2000-48,72110-6,"Diagonal Cutting Pliers, Heavy-Duty, Angled Head, 8-Inch",6,1,EA,60.58,39.99,36.35,30.29,J200048,J200048,,
J2000-59,72051-2,"Diagonal Cutting Pliers, Heavy-Duty Journeyman, 9-Inch",6,1,EA,56.00,39.97,33.60,28.00,J200059,J200059,,
J2000-9NE,72102-1,"Lineman's Pliers, 9-Inch, Journeyman Handle",3,1,EA,66.66,39.97,40.00,33.33,J20009NE,J20009NE,,
J2000-9NECR,72104-5,"Lineman's Pliers, Crimping, 9-Inch",6,1,EA,89.38,58.99,53.63,44.69,J20009NECR,J20009NECR,,
J2000-9NECRTP,72124-3,"Lineman's Pliers, Fish Tape Pull/Crimping, 9-Inch",6,1,EA,90.92,59.99,54.55,45.46,J20009NECRTP,J20009NECRTP,,
J2000-9NETP,72106-9,"Lineman's Pliers, Fish Tape Pulling, 9-Inch",6,1,EA,81.80,53.99,49.08,40.90,J20009NETP,J20009NETP,,
J20008,70001-9,"Lineman's Pliers, 8-Inch",6,1,EA,74.24,48.99,44.54,37.12,J20008,J20008,,
J20017NE,70006-4,"Heavy-Duty Lineman's Pliers, 7-Inch",6,1,EA,81.80,53.99,49.08,40.90,J20017NE,J20017NE,,
J203-6,71013-1,"Pliers, Needle Nose Side-Cutters, 6-3/4-Inch",6,1,EA,43.10,28.49,25.86,21.55,J2036,J2036,,
J203-7,71027-8,"Pliers, Needle Nose Side-Cutters, 7-Inch",6,1,EA,43.86,28.99,26.32,21.93,J2037,J2037,,
J203-8,72111-3,"Pliers, Needle Nose Side-Cutters, 8-Inch",6,1,EA,58.32,38.49,34.99,29.16,J2038,J2038,,
J203-8N,72112-0,"Pliers, Needle Nose Side-Cutters, Stripping, 8-Inch",6,1,EA,56.72,34.97,34.03,28.36,J2038N,J2038N,,
J206-8C,38002-0,"Pliers, All-Purpose Needle Nose, Spring Loaded, Cuts, Strips, 8.5-Inch",6,1,EA,57.34,39.97,34.40,28.67,J2068C,J2068C,,
J207-8CR,38405-9,"Pliers, All-Purpose Needle Nose Pliers with Crimper, 8.5-Inch",6,1,EA,67.36,47.99,40.42,33.68,J2078CR,J2078CR,,
J213-9NE,72101-4,9-Inch Journeyman™ Pliers Side Cutting,6,1,EA,60.60,39.99,36.36,30.30,J2139NE,J2139NE,,
J213-9NECR,72103-8,Journeyman™ Pliers Connector Crimp Side Cut 9-Inch,6,1,EA,75.74,49.99,45.44,37.87,J2139NECR,J2139NECR,,
J213-9NETP,72105-2,Side Cutting Pliers Fish Tape Pulling,6,1,EA,68.16,44.99,40.90,34.08,J2139NETP,J2139NETP,,
J2138NE,70004-0,"Journeyman™ Side-Cutters, 8-Inch",6,1,EA,48.98,34.99,29.39,24.49,J2138NE,J2138NE,,
J2139NECRN,70109-2,Side Cutters with Wire Stripper/Crimper,6,1,EA,80.30,52.99,48.18,40.15,J2139NECRN,J2139NECRN,,
J215-8CR,70258-7,Hybrid Pliers with Crimper and Wire Stripper,6,1,EA,55.98,39.97,33.59,27.99,J2158CR,J2158CR,,
J2159CRTP,70151-1,"Hybrid Pliers with Crimper, Fish Tape Puller and Wire Stripper",6,1,EA,71.96,49.97,43.18,35.98,J2159CRTP,J2159CRTP,,
J228-8,72107-6,"Diagonal Cutting Pliers, Journeyman, 8-Inch",6,1,EA,53.00,34.99,31.80,26.50,J2288,J2288,,
J248-8,72109-0,"Diagonal Cutting Pliers, Journeyman, Angled Head, 8-Inch",6,1,EA,51.60,39.97,30.96,25.80,J2488,J2488,,
J502-10,73015-3,"Journeyman™ Pump Pliers, 10""",6,1,EA,45.40,29.97,27.24,22.70,J50210,J50210,,
J63050,72113-7,Journeyman™ Cable Cutter,6,1,EA,55.32,39.99,33.19,27.66,J63050,J63050,,
J63225N,63227-3,Journeyman™ High Leverage Cable Cutter with Stripping,6,1,EA,58.08,41.97,34.85,29.04,J63225N,J63225N,,
JTH410E,33759-8,"Hex Key Set, SAE T-Handle, 4-Inch, with Stand, 10-Piece",1,1,EA,68.16,44.99,-,34.08,JTH410E,JTH410E,,
