Model Number,Item Name,Description,UPC Code,Estimated Lead Time (Days),List Price,My Price,Future Price Effective Date,Future List Price,Future My Price,Note on Estimated Lead Time,,,,,,,,
MS-VPS5MH-LA,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5MH-LA,027557983914             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-HT,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-HT,027557983686             ,90,54.50,27.25,2022-07-11,54.50,27.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5MH-WH,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5MH-WH,027557983921             ,90,44.50,22.25,2022-07-11,44.50,22.25, Estimated to ship in 18-27 wks,,,,,,,,
MS-VPS5M-IV,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-IV,027557983693             ,90,44.50,22.25,2022-07-11,44.50,22.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-LA,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-LA,027557983709             ,90,44.50,22.25,2022-07-11,44.50,22.25, Estimated to ship in 18-27 wks,,,,,,,,
MS-VPS5M-MN,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-MN,027557983723             ,90,54.50,27.25,2022-07-11,54.50,27.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-PD,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-PD,027557983754             ,90,54.50,27.25,2022-07-11,54.50,27.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-SW,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-SW,027557983808             ,90,54.50,27.25,2022-07-11,54.50,27.25, Estimated to ship in 18-27 wks,,,,,,,,
MS-VPS5M-TP,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-TP,027557983822             ,90,54.50,27.25,2022-07-11,54.50,27.25,Ships in 18-19 weeks,,,,,,,,
MS-VPS5M-WH,MAESTRO 5A VAC 3WY,MAESTRO PIR VAC 5A SWITCH-MS-VPS5M-WH,027557983846             ,90,44.50,22.25,2022-07-11,44.50,22.25, Estimated to ship in 18-27 wks,,,,,,,,
MS-VPS6M2-DV-AL,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-AL,027557984331             ,45,57.20,28.60,2022-07-11,57.20,28.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-BI,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-BI,027557984355             ,45,67.20,33.60,2022-07-11,67.20,33.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-BL,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-BL,027557984362             ,45,57.20,28.60,2022-07-11,57.20,28.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-BR,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-BR,027557984379             ,45,57.20,28.60,2022-07-11,57.20,28.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-GR,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-GR,027557984416             ,45,57.20,28.60,2022-07-11,57.20,28.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-HT,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-HT,027557984430             ,45,67.20,33.60,2022-07-11,67.20,33.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-IV,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-IV,027557984447             ,45,57.20,28.60,2022-07-11,57.20,28.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-LA,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-LA,027557984454             ,45,57.20,28.60,2022-07-11,57.20,28.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-MN,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-MN,027557984478             ,45,67.20,33.60,2022-07-11,67.20,33.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-PD,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-PD,027557984508             ,45,67.20,33.60,2022-07-11,67.20,33.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-SW,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-SW,027557984553             ,45,67.20,33.60,2022-07-11,67.20,33.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-TP,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-TP,027557984577             ,45,67.20,33.60,2022-07-11,67.20,33.60,Ships in 9-10 weeks,,,,,,,,
MS-VPS6M2-DV-WH,MAESTRO DV 6A VAC 3WY,MSTRO PIR VAC 6A DV SWTC-MS-VPS6M2-DV-WH,027557984591             ,45,57.20,28.60,2022-07-11,57.20,28.60, Estimated to ship in 9-14 wks,,,,,,,,
MS-Z101-AL,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-AL,784276099875             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-BI,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-BI,784276099936             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-BL,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-BL,784276099905             ,90,120.00,60.00,2022-07-11,120.00,60.00, Estimated to ship in 18-27 wks,,,,,,,,
MS-Z101-BR,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-BR,784276099899             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-GR,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-GR,784276099882             ,90,120.00,60.00,2022-07-11,120.00,60.00, Estimated to ship in 18-27 wks,,,,,,,,
MS-Z101-HT,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-HT,784276100083             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-IV,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-IV,784276099868             ,90,120.00,60.00,2022-07-11,120.00,60.00, Estimated to ship in 18-27 wks,,,,,,,,
MS-Z101-LA,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-LA,784276099851             ,90,120.00,60.00,2022-07-11,120.00,60.00, Estimated to ship in 18-27 wks,,,,,,,,
MS-Z101-MN,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-MN,784276100106             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-PD,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-PD,784276099950             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-SW,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-SW,784276099912             ,90,130.00,65.00,2022-07-11,130.00,65.00, Estimated to ship in 18-27 wks,,,,,,,,
MS-Z101-TP,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-TP,784276099967             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-AL,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-AL,784276100168             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-BI,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-BI,784276100229             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-BL,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-BL,784276100199             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-BR,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-BR,784276100182             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-GR,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-GR,784276100175             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-HT,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-HT,784276100755             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-IV,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-IV,784276100151             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-LA,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-LA,784276100144             ,90,120.00,60.00,2022-07-11,120.00,60.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-MN,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-MN,784276100779             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-PD,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-PD,784276100243             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-SI,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-SI,784276100748             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-SW,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-SW,784276100205             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-TP,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-TP,784276100250             ,90,130.00,65.00,2022-07-11,130.00,65.00,Ships in 18-19 weeks,,,,,,,,
MS-Z101-V-WH,MAESTRO DV 8A 0-10V VAC,0-10V DIMMER SENSOR VAC-MS-Z101-V-WH,784276100137             ,90,120.00,60.00,2022-07-11,120.00,60.00, Estimated to ship in 18-27 wks,,,,,,,,
MS-Z101-WH,MAESTRO DV 8A 0-10V OCC,0-10V DIMMER SENSOR-MS-Z101-WH,784276099844             ,90,120.00,60.00,2022-07-11,120.00,60.00, Estimated to ship in 18-27 wks,,,,,,,,
NF-10-277-AL,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FUOR DIMMER 1-10LP 277-NF-10-277-AL,027557090513             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-BE,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP 277V-NF-10-277-BE,027557674072             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-BL,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP 277V-NF-10-277-BL,027557674089             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-BR,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP 277V-NF-10-277-BR,027557674096             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-GR,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP 277V -NF-10-277-GR,027557674102             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-IV,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP 277V -NF-10-277-IV,027557674119             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-LA,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FUOR DIMMER 1-10LP 277-NF-10-277-LA,027557090520             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-SI,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FUOR DIMMER 1-10LP 277-NF-10-277-SI,027557176408             ,5,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-10-277-WH,NOVA 277V 8A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP 277V-NF-10-277-WH,027557359153             ,2,364.00,182.00,2022-07-11,364.00,182.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-277-AL,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUOR DIMMER -NF-103P-277-AL,027557090551             ,5,374.00,187.00,2022-07-11,374.00,187.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-277-BE,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUORESCENT D-NF-103P-277-BE,027557347532             ,5,374.00,187.00,2022-07-11,374.00,187.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-277-BL,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUORESCENT D-NF-103P-277-BL,027557347594             ,10,374.00,187.00,2022-07-11,374.00,187.00,Ships in 2-3 weeks,,,,,,,,
NF-103P-277-BR,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUORESCENT D-NF-103P-277-BR,027557347570             ,2,374.00,187.00,2022-07-11,374.00,187.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-277-GR,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUORESCENT D-NF-103P-277-GR,027557347556             ,2,374.00,187.00,2022-07-11,374.00,187.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-277-IV,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUORESCENT D-NF-103P-277-IV,027557347518             ,2,374.00,187.00,2022-07-11,374.00,187.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-277-LA,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUOR DIMMER -NF-103P-277-LA,027557090568             ,2,374.00,187.00,2022-07-11,374.00,187.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-277-WH,NOVA 277V 6A FLOR 3WY,NOVA PRESET FLUORESCENT D-NF-103P-277-WH,027557453943             ,2,374.00,187.00,2022-07-11,374.00,187.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-AL,NOVA 8A FLOR 3WY,NOVA PRESET FLUOR DIMMER-NF-103P-AL,027557090537             ,5,228.00,114.00,2022-07-11,228.00,114.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-BE,NOVA 8A FLOR 3WY,NOVA PRESET FLUOR 120V DIMMER-NF-103P-BE,027557333979             ,10,228.00,114.00,2022-07-11,228.00,114.00,Ships in 2-3 weeks,,,,,,,,
NF-103P-BL,NOVA 8A FLOR 3WY,NOVA PRESET FLUOR 120V DIMMER-NF-103P-BL,027557334037             ,2,228.00,114.00,2022-07-11,228.00,114.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-BR,NOVA 8A FLOR 3WY,NOVA PRESET FLUOR 120V DIMMER-NF-103P-BR,027557334013             ,10,228.00,114.00,2022-07-11,228.00,114.00,Ships in 2-3 weeks,,,,,,,,
NF-103P-GR,NOVA 8A FLOR 3WY,NOVA PRESET FLUOR 120V DIMMER-NF-103P-GR,027557333993             ,2,228.00,114.00,2022-07-11,228.00,114.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-IV,NOVA 8A FLOR 3WY,NOVA PRESET FLUOR 120V DIMMER-NF-103P-IV,027557349888             ,2,228.00,114.00,2022-07-11,228.00,114.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-LA,NOVA 8A FLOR 3WY,NOVA PRESET FLUOR DIMMER-NF-103P-LA,027557090544             ,2,228.00,114.00,2022-07-11,228.00,114.00,Ships in 1-2 weeks,,,,,,,,
NF-103P-WH,NOVA 8A FLOR 3WY,NOVA PRESET FLUORESCENT DIMME-NF-103P-WH,027557453950             ,2,228.00,114.00,2022-07-11,228.00,114.00,Ships in 1-2 weeks,,,,,,,,
NF-10-AL,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP-NF-10-AL,027557090490             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-BE,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DIMMER 1-10LP BE-NF-10-BE,027557674027             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-BL,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DIMMER 1-10LP BLACK,027557674034             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-BR,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DIMMER 1-10LP BR-NF-10-BR,027557674041             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-GR,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DIMMER 1-10LP BL-NF-10-GR,027557674058             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-IV,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DIMMER 1-10LP IV-NF-10-IV,027557674065             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-LA,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP-NF-10-LA,027557090506             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-SI,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP-NF-10-SI,027557176392             ,5,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-10-WH,NOVA 16A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-10LP WH-NF-10-WH,027557359108             ,2,202.00,101.00,2022-07-11,202.00,101.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-AL,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FUOR DIMMER 1-20LP 277-NF-20-277-AL,027557090612             ,5,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-BE,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP 277V -NF-20-277-BE,027557674171             ,2,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-BL,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP 277V -NF-20-277-BL,027557674188             ,10,564.00,282.00,2022-07-11,564.00,282.00,Ships in 2-3 weeks,,,,,,,,
NF-20-277-BR,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP 277V -NF-20-277-BR,027557674195             ,2,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-GR,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP 277V -NF-20-277-GR,027557674201             ,2,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-IV,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP 277V -NF-20-277-IV,027557674218             ,2,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-LA,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FUOR DIMMER 1-20LP 277-NF-20-277-LA,027557090629             ,5,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-SI,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FUOR DIMMER 1-20LP 277-NF-20-277-SI,027557176446             ,5,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-277-WH,NOVA 277V 6A FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP 277 W-NF-20-277-WH,027557359450             ,2,564.00,282.00,2022-07-11,564.00,282.00,Ships in 1-2 weeks,,,,,,,,
NF-20-AL,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP-NF-20-AL,027557090575             ,2,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-20-BE,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP BEIGE-NF-20-BE,027557674126             ,2,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-20-BL,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP BL-NF-20-BL,027557674133             ,5,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-20-BR,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP BR-NF-20-BR,027557674140             ,2,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-20-GR,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP GRAY-NF-20-GR,027557674157             ,10,310.00,155.00,2022-07-11,310.00,155.00,Ships in 2-3 weeks,,,,,,,,
NF-20-IV,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP IVORY-NF-20-IV,027557674164             ,2,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-20-LA,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP-NF-20-LA,027557090582             ,5,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-20-SI,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP-NF-20-SI,027557176439             ,5,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-20-WH,NOVA 20BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-20LP WH-NF-20-WH,027557359405             ,2,310.00,155.00,2022-07-11,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
NF-30-AL,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP-NF-30-AL,027557090599             ,2,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-BE,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP BEIGE-NF-30-BE,027557674225             ,5,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-BL,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP BLACK-NF-30-BL,027557674232             ,2,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-BR,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP BROWN-NF-30-BR,027557674249             ,2,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-GR,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP GRAY-NF-30-GR,027557674256             ,5,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-IV,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP IVORY-NF-30-IV,027557674263             ,2,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-LA,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP-NF-30-LA,027557090605             ,5,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-SI,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP-NF-30-SI,027557176453             ,5,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NF-30-WH,NOVA 30BAL FLOR SP SLD2OFF,NOVA FLUOR DMR 1-30LP WH-NF-30-WH,027557359702             ,2,526.00,263.00,2022-07-11,526.00,263.00,Ships in 1-2 weeks,,,,,,,,
NFTV-IV,NOVA 0-10V SP SLD2OFF,NOVA FLUOR. 0-10V CONTROL IV-NFTV-IV,027557752725             ,10,130.20,65.10,2022-07-11,130.20,65.10,Ships in 2-3 weeks,,,,,,,,
NFTV-WH,NOVA 0-10V SP SLD2OFF,NOVA FLUOR. 0-10V CONTROL WH-NFTV-WH,027557752701             ,10,130.20,65.10,2022-07-11,130.20,65.10,Ships in 2-3 weeks,,,,,,,,
N-L-NFB-BL,NOVA WALLPLATE 1 GANG - LG,NOVA KIT LG BLACK W/SLIDER-N-L-NFB-BL,027557714624             ,2,9.40,4.70,2022-07-11,9.40,4.70,Ships in 1-2 weeks,,,,,,,,
N-L-NFB-BR,NOVA WALLPLATE 1 GANG - LG,NOVA KIT LG BROWN W/SLIDER-N-L-NFB-BR,027557714631             ,2,9.40,4.70,2022-07-11,9.40,4.70,Ships in 1-2 weeks,,,,,,,,
N-L-NFB-GR,NOVA WALLPLATE 1 GANG - LG,NOVA KIT PAINTED LG GR W/SLDR-N-L-NFB-GR,027557714648             ,2,9.40,4.70,2022-07-11,9.40,4.70,Ships in 1-2 weeks,,,,,,,,
N-L-NFB-IV,NOVA WALLPLATE 1 GANG - LG,NOVA KIT LG IVORY W/SLIDER-N-L-NFB-IV,027557714655             ,2,9.40,4.70,2022-07-11,9.40,4.70,Ships in 1-2 weeks,,,,,,,,
N-L-NFB-WH,NOVA WALLPLATE 1 GANG - LG,NOVA KIT UNPAINTED LG WH W/SL-N-L-NFB-WH,027557714679             ,10,9.40,4.70,2022-07-11,9.40,4.70,Ships in 2-3 weeks,,,,,,,,
NLV-1000-AL,NOVA 800W MLV SP SLD2OFF,NOVA 1000VA LOW VOLTAGE-NLV-1000-AL,027557090377             ,5,244.00,122.00,2022-07-11,244.00,122.00,Ships in 1-2 weeks,,,,,,,,
NLV-1000-BE,NOVA 800W MLV SP SLD2OFF,NOVA 1000VA LOW VOLTAGE BE-NLV-1000-BE,027557674584             ,2,244.00,122.00,2022-07-11,244.00,122.00,Ships in 1-2 weeks,,,,,,,,
